,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
4307,ME,0,1,1,0,11,1,1
4308,ME,0,1,1,0,11,1,1
4309,MI,0,1,1,0,11,0,1
4310,MI,0,2,2,0,10,0,2
4311,MI,0,2,2,0,11,1,2
4312,MI,0,2,1,0,7,1,1
4313,MI,0,1,2,0,10,0,2
4314,MI,0,2,1,0,10,1,1
4315,MI,0,2,2,0,10,1,2
4316,MI,0,1,2,0,11,0,2
4317,MI,1,2,1,0,10,1,1
4318,MI,0,2,1,0,10,0,1
4319,MI,0,2,1,0,11,0,1
4320,MI,0,1,2,0,10,0,2
4321,MI,0,1,2,0,10,1,2
4322,MI,0,2,2,0,10,0,2
4323,MI,0,1,1,0,10,1,7
4324,MI,0,1,2,0,11,0,2
4325,MI,1,1,2,0,10,0,2
4326,MI,0,1,1,0,11,1,1
4327,MI,0,2,2,0,11,0,2
4328,MI,0,2,1,0,10,0,1
4329,MI,0,1,2,0,10,0,2
4330,MI,0,2,2,0,11,1,2
4331,MI,1,2,1,0,11,0,1
4332,MI,1,1,2,0,9,1,2
4333,MI,0,2,1,0,10,1,1
4334,MI,0,1,1,0,11,1,1
4335,MI,0,2,6,0,10,0,6
4336,MI,0,1,1,0,10,0,1
4337,MI,0,1,6,0,11,0,6
4338,MI,0,2,1,0,11,0,1
4339,MI,0,2,2,0,10,0,2
4340,MI,0,1,1,0,9,1,1
4341,MI,0,1,2,0,11,1,2
4342,MI,0,2,2,0,10,0,2
4343,MI,0,2,1,0,11,0,1
4344,MI,1,1,2,0,10,0,2
4345,MI,0,2,1,0,10,0,1
4346,MI,1,1,2,0,11,0,2
4347,MI,0,2,2,0,10,0,2
4348,MI,0,2,1,0,9,0,1
4349,MI,1,1,2,0,11,1,2
4350,MI,0,1,2,0,12,1,2
4351,MI,1,1,6,0,11,1,6
4352,MI,0,1,2,0,9,0,2
4353,UT,1,2,1,0,11,0,1
4354,MI,0,2,2,0,11,0,2
4355,MI,0,2,1,0,11,0,1
4356,MI,0,1,2,0,9,0,2
4357,MI,0,2,1,0,11,0,1
4358,MI,0,2,2,0,8,0,2
4359,MI,0,1,2,0,10,1,2
4360,MI,0,2,2,0,10,0,2
4361,MI,0,2,2,0,10,0,2
4362,MI,0,2,1,0,9,0,1
4363,MI,0,1,1,0,11,1,1
4364,MI,0,2,2,0,10,0,2
4365,MI,1,2,1,0,12,0,1
4366,MI,0,1,2,0,10,0,2
4367,MI,0,2,1,0,10,0,1
4368,MI,0,1,1,0,10,1,1
4369,MI,0,2,1,0,10,1,1
4370,MI,0,1,1,0,11,0,1
4371,MI,0,1,2,0,7,1,2
4372,MI,0,2,1,0,9,0,1
4373,MI,0,1,2,0,11,0,2
4374,MI,1,2,1,0,11,0,1
4375,MI,0,2,2,0,10,1,2
4376,MI,0,1,1,0,9,0,1
4377,MI,0,1,1,0,10,0,1
4378,MI,0,2,1,0,10,0,1
4379,MI,0,1,1,0,9,1,7
4380,MI,0,2,2,0,10,0,2
4381,MI,0,2,2,0,11,0,2
4382,MI,0,2,1,0,11,1,1
4383,MI,0,1,2,0,11,0,2
4384,MI,0,1,1,0,10,1,1
4385,MI,0,2,2,0,10,1,7
4386,MI,0,1,1,0,10,0,1
4387,MI,0,2,2,0,11,1,2
4388,MI,0,2,1,0,10,1,1
4389,MI,0,2,1,0,11,0,1
4390,MI,0,2,1,0,8,1,1
4391,MI,0,2,2,0,11,0,2
4392,MI,0,2,2,0,10,0,2
4393,MI,0,2,2,0,12,1,2
4394,MI,0,2,1,0,9,0,1
4395,MI,0,2,1,0,8,1,1
4396,MI,0,2,6,0,11,0,6
4397,MI,0,2,1,0,10,0,1
4398,MI,0,2,1,0,10,0,1
4399,MI,0,2,2,0,10,0,2
4400,MI,0,2,2,0,10,0,2
4401,MI,0,1,1,0,11,0,1
4402,MI,1,2,2,0,10,0,2
4403,MI,1,1,1,0,10,1,1
4404,MI,0,1,1,0,10,0,1
4405,MI,0,2,2,0,11,0,2
4406,MI,0,2,1,0,10,1,1
4407,MI,0,2,1,0,11,0,1
4408,MI,0,2,1,0,11,0,7
4409,MI,0,1,1,0,9,0,1
4410,MI,0,2,1,0,10,0,1
4411,MI,0,2,1,0,11,0,1
4412,MI,0,1,2,0,9,1,2
4413,MI,0,1,2,0,11,0,2
4414,MI,0,2,2,0,9,0,2
4415,MI,0,1,1,0,11,0,1
4416,MI,0,1,6,0,10,1,6
4417,MI,0,2,2,0,11,0,2
4418,MI,0,1,1,0,11,0,1
4419,MI,0,2,2,0,10,0,2
4420,MI,0,1,2,0,10,1,2
4421,MI,0,2,1,0,10,0,1
4422,MI,0,2,1,0,11,0,1
4423,MI,0,2,2,0,11,0,2
4424,MI,0,2,1,0,8,0,7
4425,MI,0,1,1,0,10,0,7
4426,MI,0,1,2,0,11,0,2
4427,MI,0,1,2,0,11,1,2
4428,MI,0,1,1,0,10,0,1
4429,MI,0,2,1,0,9,1,1
4430,MI,0,2,1,0,11,0,1
4431,MI,0,2,2,0,10,1,2
4432,MI,0,1,2,0,11,0,2
4433,MI,0,1,2,0,14,0,2
4434,MI,0,1,1,0,10,1,1
4435,MI,0,1,2,0,10,0,2
4436,MI,0,1,1,0,10,0,1
4437,MI,0,2,1,0,10,0,1
4438,MI,0,1,6,1,10,1,6
4439,MI,0,1,1,0,9,1,1
4440,MI,0,1,1,0,8,0,1
4441,MI,0,1,1,0,11,1,1
4442,MI,0,2,1,0,11,0,1
4443,MI,0,2,1,0,11,0,7
4444,MI,1,2,2,0,10,0,2
4445,MI,0,2,1,0,11,0,1
4446,MI,0,2,1,0,11,0,1
4447,MI,0,2,1,0,11,0,1
4448,MI,0,2,2,0,9,0,2
4449,MI,0,1,1,0,11,0,7
4450,MN,1,1,6,1,11,0,6
4451,MN,0,2,1,0,10,0,1
4452,MN,1,2,1,0,11,1,1
4453,MN,1,2,1,0,11,0,1
4454,MN,1,1,2,0,9,1,2
4455,MN,0,2,1,0,11,0,1
4456,MN,1,1,2,0,10,1,2
4457,MN,0,2,1,0,11,0,1
4458,MN,1,1,1,0,10,1,1
4459,MN,1,2,2,0,10,1,2
4460,MN,0,2,2,0,10,1,2
4461,MN,1,2,1,0,9,1,1
4462,MN,1,2,1,0,11,0,1
4463,MN,0,1,2,0,10,0,2
4464,MN,0,1,2,0,8,1,2
4465,MN,0,1,1,0,11,1,1
4466,MN,0,2,1,0,10,0,1
4467,MN,1,2,3,1,10,0,3
4468,MN,0,2,1,0,11,1,7
4469,MN,1,2,6,0,10,0,6
4470,MN,0,2,2,0,9,1,2
4471,MN,0,2,2,0,11,1,2
4472,MN,0,1,1,0,11,0,1
4473,MN,1,1,3,0,9,1,3
4474,MN,0,1,1,0,10,1,1
4475,MN,0,2,1,0,10,0,1
4476,MN,0,1,6,1,11,0,6
4477,MN,0,1,1,0,10,0,1
4478,MN,0,1,1,0,10,1,1
4479,MN,1,2,1,0,11,1,1
4480,MN,1,1,3,1,10,1,3
4481,MN,1,1,6,0,10,1,6
4482,MN,0,2,1,0,11,0,1
4483,MN,0,1,1,0,10,1,1
4484,MN,0,2,2,0,10,1,2
4485,MN,1,2,1,0,9,1,1
4486,MN,0,1,1,0,9,1,1
4487,MN,0,2,1,0,11,0,1
4488,MN,0,2,1,0,10,1,1
4489,MN,1,1,6,0,10,1,6
4490,MN,1,1,1,0,10,1,1
4491,MN,0,2,3,1,10,1,3
4492,MN,1,1,1,0,10,1,1
4493,MN,0,1,1,0,11,0,1
4494,MN,1,1,2,0,12,0,2
4495,MN,1,2,1,0,10,1,1
4496,MN,0,2,2,0,10,0,2
4497,MN,1,2,2,0,9,1,2
4498,MN,0,2,1,0,10,0,1
4499,MN,0,1,3,1,10,1,3
4500,MN,0,2,1,0,11,0,1
4501,MN,1,1,6,0,9,1,6
4502,MN,0,2,1,0,11,0,1
4503,MN,0,1,1,0,9,1,1
4504,MN,0,1,1,0,10,1,1
4505,MN,1,1,1,0,10,1,1
4506,MN,0,2,1,0,10,0,1
4507,MN,0,2,1,0,9,0,1
4508,MN,0,2,1,0,11,1,1
4509,MN,0,2,3,1,10,0,3
4510,MN,0,1,6,0,11,1,6
4511,MN,0,1,1,0,10,0,1
4512,MN,0,1,2,0,11,1,2
4513,MN,0,2,1,0,9,0,7
4514,MN,1,1,1,0,9,1,1
4515,MN,0,2,1,0,10,1,1
4516,MN,0,2,1,0,11,1,1
4517,MN,0,1,1,0,9,0,1
4518,MN,1,1,1,0,10,1,7
4519,MN,1,1,1,0,10,1,1
4520,MN,0,2,1,0,9,1,1
4521,MN,1,1,1,0,10,1,1
4522,MN,0,2,1,0,11,1,1
4523,MN,1,1,1,0,11,1,1
4524,MN,0,1,2,0,11,1,2
4525,MN,0,1,1,0,10,1,7
4526,MN,0,1,6,1,10,0,6
4527,MN,0,1,1,0,9,0,1
4528,MN,0,2,1,0,11,1,1
4529,MN,1,2,1,0,9,0,1
4530,MN,0,1,2,0,11,1,2
4531,MN,0,1,2,0,10,0,2
4532,MN,1,1,3,0,10,1,3
4533,MN,0,2,1,0,9,1,1
4534,MN,1,1,2,0,9,0,2
4535,MN,0,2,6,0,10,1,6
4536,MN,1,1,2,0,10,1,2
4537,MN,0,2,3,1,9,1,3
4538,MN,0,2,2,0,10,0,2
4539,MN,0,1,2,0,10,0,2
4540,MN,0,1,1,0,11,1,1
4541,MN,1,1,2,0,11,0,2
4542,MN,0,1,1,0,11,1,7
4543,MN,1,1,2,0,11,0,2
4544,MN,0,1,1,0,11,0,1
4545,MN,0,2,1,0,9,0,1
4546,MN,0,2,6,0,10,1,6
4547,MN,0,1,2,0,11,1,2
4548,MN,0,2,2,0,10,1,2
4549,MN,1,2,6,0,9,1,6
4550,MN,1,2,6,0,10,0,6
4551,MN,1,2,6,0,11,1,6
4552,MN,1,2,2,0,9,0,2
4553,MN,0,2,1,0,11,0,1
4554,MN,0,1,1,0,11,1,1
4555,MN,0,2,3,1,10,0,3
4556,MN,0,2,1,0,11,0,7
4557,MN,0,1,1,0,11,0,1
4558,MN,0,1,1,0,9,1,1
4559,MN,1,1,2,0,10,0,2
4560,MN,0,1,1,0,10,1,1
4561,MN,1,1,1,0,9,0,7
4562,MN,1,1,1,0,10,0,1
4563,MN,0,1,1,0,10,0,1
4564,MN,1,1,1,0,11,0,7
4565,MN,0,1,6,0,11,0,6
4566,MN,1,1,3,1,9,0,3
4567,MN,0,2,6,0,10,0,6
4568,MN,0,1,1,0,9,1,1
4569,MN,1,1,1,0,12,0,7
4570,MN,1,1,6,1,10,1,6
4571,MN,1,1,2,0,7,1,2
4572,MN,0,2,6,0,10,1,6
4573,MN,1,1,1,0,10,0,1
4574,MN,1,1,1,0,9,0,1
4575,MN,0,2,6,0,11,1,6
4576,MN,1,1,2,0,10,0,2
4577,MN,0,1,3,1,11,0,3
4578,MN,1,1,2,0,11,1,2
4579,MN,0,2,1,0,9,0,7
4580,MN,1,2,6,1,10,0,6
4581,MN,0,2,6,0,10,0,6
4582,MN,0,1,3,1,10,0,3
4583,MN,0,1,1,0,11,0,1
4584,MN,1,1,2,0,11,0,2
4585,MN,0,2,1,0,10,1,1
4586,MN,1,1,6,0,10,0,6
4587,MN,0,2,6,1,11,0,6
4588,MN,0,2,2,0,11,1,2
4589,MN,0,1,1,0,11,0,1
4590,MN,0,2,1,0,11,0,1
4591,MN,0,1,6,0,10,1,6
4592,MN,0,1,1,0,9,0,1
4593,MN,0,2,1,0,11,1,1
4594,MN,0,2,1,0,11,1,1
4595,MN,0,2,1,0,10,1,1
4596,MN,1,1,2,0,9,1,2
4597,MN,0,2,3,1,10,0,3
4598,MN,0,1,2,0,11,1,2
4599,MN,1,1,1,0,10,1,1
4600,MN,0,2,2,0,10,1,2
4601,MN,0,1,2,0,11,0,2
4602,MN,0,1,6,0,10,1,6
4603,MN,1,1,1,0,11,0,1
4604,MN,0,2,1,0,10,0,1
4605,MN,0,1,1,0,11,1,1
4606,MN,1,1,2,0,11,0,2
4607,MN,1,1,4,0,12,1,4
4608,MN,1,1,2,0,9,1,2
4609,MN,1,1,6,0,9,1,6
4610,MO,0,2,1,0,10,0,1
4611,MO,0,1,1,0,10,1,1
4612,MO,0,2,2,0,11,0,2
4613,MO,0,1,1,0,10,0,1
4614,MO,0,2,1,0,10,0,1
4615,MO,0,2,1,0,9,0,1
4616,MO,0,2,1,0,14,0,1
4617,MO,0,1,1,0,12,0,1
4618,MO,0,2,1,0,11,0,1
4620,MO,0,2,1,0,12,0,1
4621,MO,0,1,1,0,11,0,7
4622,MO,0,1,2,0,9,0,2
4623,MO,0,2,99,0,11,0,99
4624,MO,0,2,1,0,12,0,1
4625,MO,0,1,1,0,12,1,1
4626,MO,0,1,1,0,9,0,1
4627,MO,0,2,1,0,11,1,1
4628,MO,0,2,1,0,10,0,1
4629,MO,0,1,1,0,12,0,1
4630,MO,0,2,2,0,11,1,2
4631,MO,0,2,1,0,11,0,1
4632,MO,0,2,1,0,12,0,1
4633,MO,0,2,2,0,10,1,2
4634,MO,0,2,1,0,12,1,1
4635,MO,0,1,1,0,10,1,1
4636,MO,0,1,1,0,11,0,1
4637,MO,0,2,2,0,11,0,2
4638,MO,0,2,1,0,11,1,1
4639,MO,0,2,1,0,11,0,1
4640,MO,0,2,2,0,12,0,2
4641,MO,0,2,1,0,12,0,1
4642,MO,0,2,1,0,11,0,1
4643,MO,0,2,1,0,12,0,1
4644,MO,0,2,4,0,11,0,4
4645,MO,0,2,1,0,9,0,1
4646,MO,0,2,2,0,9,0,2
4647,MO,0,2,2,0,11,0,2
4648,MO,0,1,1,0,11,0,1
4649,MO,0,2,1,0,11,0,1
4650,MO,0,2,1,0,11,0,1
4651,MO,0,2,1,0,11,0,1
4652,MO,0,2,1,0,10,0,1
4653,MO,0,2,1,0,11,0,1
4654,MO,0,2,1,0,10,0,1
4655,MO,0,2,2,0,10,0,2
4656,MO,0,1,1,0,11,0,1
4657,MO,0,2,1,0,12,1,1
4658,MO,0,1,2,0,12,0,2
4659,MO,0,2,1,0,11,0,1
4660,MO,0,2,2,0,10,0,2
4661,MO,0,1,1,0,10,0,1
4662,MO,0,1,1,0,12,0,1
4663,MO,0,2,2,0,11,0,2
4664,MO,0,2,2,0,9,0,2
4665,MO,0,1,1,0,14,0,1
4666,MO,0,2,2,0,11,1,2
4667,MO,0,2,2,0,12,0,2
4668,MO,0,1,1,0,11,0,1
4669,MO,0,2,1,0,11,0,1
4670,MO,0,1,1,0,10,0,1
4671,MO,0,2,99,0,11,0,99
4672,MO,0,2,1,0,10,0,1
4673,MO,0,2,1,0,10,0,1
4674,MO,0,2,2,0,12,0,2
4675,MO,0,2,99,0,10,0,99
4676,MO,0,2,1,0,9,0,1
4677,MO,0,1,1,0,10,0,1
4678,MO,0,2,2,0,12,0,2
4679,MO,0,2,1,0,11,0,1
4680,MO,0,2,1,0,12,0,1
4681,MO,0,1,1,0,11,0,1
4682,MO,0,1,2,0,10,0,2
4683,MO,0,1,1,0,9,1,1
4684,MO,0,2,1,0,10,0,1
4685,MO,0,1,5,0,11,0,5
4686,MO,0,2,2,0,9,1,2
4687,MO,0,2,1,0,11,0,1
4688,MO,0,1,1,0,10,0,1
4689,MO,0,1,2,0,11,0,2
4690,MO,0,1,2,0,0,1,2
4691,MO,0,1,1,0,11,0,1
4692,MO,0,2,2,0,10,1,2
4693,MO,0,1,1,0,10,1,1
4694,MO,0,2,2,0,11,0,2
4695,MO,0,1,1,0,11,1,1
4696,MO,0,1,2,0,9,0,2
4697,MO,0,2,2,0,10,0,2
4698,MO,0,1,1,0,12,0,1
4699,MO,0,2,1,0,11,0,1
4700,MO,0,1,2,0,10,1,2
4701,MO,0,1,1,0,12,0,1
4702,MO,0,2,99,0,11,0,99
4703,MO,0,1,1,0,12,0,1
4704,MO,0,2,2,0,11,0,2
4705,MO,0,2,1,0,11,0,1
4706,MO,0,1,2,0,10,0,2
4707,MO,0,2,1,0,10,0,1
4708,MO,0,2,2,0,10,0,2
4709,MO,0,2,1,0,10,0,1
4710,MO,0,2,2,0,11,0,2
4711,MO,0,2,2,0,10,1,2
4712,MO,0,1,1,0,11,0,1
4713,MO,0,2,1,0,11,0,1
4714,MO,0,2,2,0,11,0,2
4715,MO,0,1,1,0,11,0,1
4716,MO,0,2,1,0,11,0,1
4717,MO,0,1,1,0,11,0,1
4718,MO,0,2,99,0,11,1,99
4719,MO,0,2,1,0,10,0,1
4720,MO,0,2,1,0,14,0,1
4721,MO,0,2,1,0,12,0,1
4722,MO,0,2,1,0,12,0,1
4723,MO,0,2,1,0,12,0,1
4724,MO,0,1,2,0,10,0,2
4725,MO,0,1,1,0,11,1,1
4726,MO,0,1,1,0,11,0,1
4727,MO,0,1,1,0,10,0,1
4728,MO,0,1,1,0,10,0,1
4729,MO,0,2,1,0,10,0,1
4730,MO,0,1,1,0,10,0,1
4731,MO,0,1,1,0,11,0,1
4732,MO,0,2,99,0,11,0,99
4733,MO,0,2,1,0,11,0,1
4734,MO,0,1,2,0,9,0,2
4735,MO,0,1,99,0,11,0,99
4736,MO,0,2,1,0,11,1,1
4737,MO,0,1,1,0,11,1,1
4738,MO,0,1,1,0,9,1,1
4739,MO,0,2,2,0,10,0,2
4740,MO,0,2,1,0,11,0,1
4741,MO,0,1,1,0,11,0,1
4742,MO,0,1,2,0,9,0,2
4743,MO,0,1,2,0,11,1,2
4744,MO,0,2,2,0,9,0,2
4745,MO,0,1,2,0,9,0,2
4746,MO,0,2,1,0,9,0,1
4747,MO,0,1,1,0,11,0,1
4748,MO,0,1,2,0,10,0,2
4749,MO,0,1,1,0,11,0,1
4750,MO,0,2,1,0,10,1,1
4751,MO,0,2,2,0,11,0,2
4752,MO,0,2,1,0,11,1,1
4753,MO,0,1,1,0,10,1,1
4754,MO,0,1,2,0,8,1,2
4755,MO,0,1,1,0,10,1,1
4756,MO,0,2,1,0,11,0,1
4757,MO,0,2,1,0,11,0,1
4758,MO,0,2,2,0,10,0,2
4759,MO,0,2,1,0,12,0,1
4760,MO,0,2,1,0,11,0,1
4761,MO,0,1,1,0,10,0,1
4762,MO,0,1,1,0,11,1,1
4764,MO,0,2,2,0,9,0,2
4765,MO,0,2,1,0,10,0,1
4766,MO,0,2,1,0,10,0,1
4767,MO,0,1,1,0,11,1,1
4768,MO,0,2,1,0,10,0,1
4769,MO,0,1,1,0,11,1,1
4770,MO,0,2,1,0,10,0,1
4771,MO,0,2,1,0,12,0,1
4772,MO,0,2,2,0,10,1,2
4773,MO,0,2,1,0,10,0,1
4774,MO,0,2,1,0,10,0,1
4775,MO,0,2,1,0,10,0,7
4776,MO,0,2,1,0,11,0,1
4777,MO,0,2,1,0,12,0,1
4778,MO,0,2,1,0,11,0,1
4779,MO,0,1,1,0,10,0,1
4780,MO,0,2,2,0,10,0,2
4781,MO,0,1,1,0,11,0,1
4782,MO,0,1,1,0,10,1,1
4783,MO,0,2,2,0,10,0,2
4784,MO,0,1,2,0,11,1,2
4785,MO,0,1,2,0,11,0,2
4786,MO,0,2,1,0,11,0,1
4787,MO,0,2,99,0,11,0,99
4788,MO,0,2,1,0,11,1,1
4789,MO,0,1,2,0,10,0,2
4790,MO,0,2,1,0,9,0,1
4791,MO,0,2,1,0,11,0,7
4792,MO,0,1,1,0,11,1,1
4793,MO,0,1,1,0,10,0,1
4794,MO,0,2,1,0,11,0,1
4795,MO,0,2,2,0,11,0,2
4796,MO,0,1,1,0,10,1,1
4797,MO,0,1,1,0,12,0,1
4798,MO,0,2,3,0,11,0,3
4799,MO,0,1,2,0,10,0,2
4800,MO,0,2,1,0,11,0,1
4801,MO,0,1,1,0,10,1,1
4802,MO,0,1,1,0,11,0,1
4803,MO,0,2,2,0,11,0,2
4804,MO,0,1,99,0,10,1,99
4805,MO,0,2,2,0,11,0,2
4806,MO,0,2,2,0,10,0,2
4807,MO,0,2,1,0,10,0,1
4808,MO,0,1,1,0,10,0,1
4809,MO,0,2,2,0,8,0,2
4810,MO,0,1,1,0,9,0,1
4811,MO,0,2,1,0,11,0,1
4812,MO,0,2,2,0,11,0,2
4813,MO,0,2,1,0,10,1,1
4814,MO,0,1,2,0,9,0,2
4815,MO,0,1,2,0,11,1,2
4816,MO,0,1,1,0,10,1,1
4817,MO,0,2,1,0,9,0,1
4818,MO,0,1,1,0,10,0,1
4819,MO,0,1,1,0,10,0,1
4820,MO,0,1,2,0,11,1,2
4821,MO,0,2,1,0,12,0,1
4823,MO,0,1,2,0,10,1,2
4824,MO,0,2,1,0,11,0,1
4825,MO,0,2,2,0,10,0,2
4826,MO,0,1,1,0,12,0,1
4827,MO,0,2,1,0,10,0,1
4828,MO,0,2,1,0,10,1,1
4829,MO,0,1,1,0,11,0,1
4830,MO,0,2,1,0,10,1,1
4831,MO,0,1,1,0,10,0,1
4832,MO,0,2,2,0,11,0,2
4833,MO,0,2,2,0,10,0,2
4834,MO,0,2,1,0,10,0,1
4835,MO,0,2,99,0,11,0,99
4836,MO,0,1,1,0,12,0,1
4837,MO,0,2,2,0,11,0,2
4838,MO,0,1,2,0,11,0,2
4839,MO,0,1,2,0,12,0,2
4840,MO,0,1,2,0,11,0,2
4841,MO,0,1,1,0,11,0,1
4842,MO,0,2,1,0,11,1,1
4843,MO,0,1,2,0,12,0,2
4844,MO,0,1,1,0,10,0,1
4845,MO,0,1,1,0,10,0,1
4846,MO,0,1,99,0,11,0,99
4847,MO,0,2,1,0,10,0,1
4848,MO,0,1,1,0,10,1,1
4849,MO,0,2,1,0,11,0,1
4850,MO,0,1,1,0,10,0,1
4851,MO,0,1,2,0,10,1,2
4852,MO,0,2,2,0,10,1,2
4853,MO,0,1,1,0,11,0,1
4854,MO,0,1,1,0,11,0,1
4855,MO,0,2,1,0,9,0,1
4856,MO,0,2,1,0,10,0,1
4857,MO,0,2,2,0,11,0,2
4858,MO,0,1,1,0,11,1,1
4859,MO,0,2,1,0,12,0,1
4860,MO,0,2,1,0,10,0,1
4861,MO,0,1,1,0,11,0,1
4862,MO,0,2,1,0,10,0,1
4863,MO,0,1,1,0,9,0,1
4864,MO,0,2,1,0,9,0,1
4865,MO,0,1,2,0,10,0,2
4866,MO,0,2,1,0,10,1,1
4867,MO,0,1,1,0,12,1,1
4868,MO,0,1,1,0,11,0,1
4869,MO,0,1,2,0,11,0,2
4870,MO,0,2,1,0,11,0,1
4871,MO,0,2,1,0,10,0,1
4872,MO,0,2,2,0,9,0,2
4873,MO,0,1,2,0,10,0,2
4874,MO,0,1,1,0,11,1,1
4875,MO,0,1,2,0,10,0,2
4876,MO,0,2,1,0,10,0,1
4878,MO,0,1,2,0,11,0,2
4879,MO,0,1,1,0,9,0,1
4880,MO,0,1,1,0,12,0,1
4882,MT,0,1,1,0,11,0,1
4883,MT,0,2,1,0,10,0,1
4885,MT,0,1,1,0,9,0,1
4886,MT,0,2,1,0,9,0,1
4887,MT,0,1,3,0,8,0,3
4888,MT,0,1,1,0,10,0,1
4889,MT,0,2,1,0,10,0,1
4890,MT,0,1,1,0,10,0,7
4891,MT,0,2,1,0,10,0,1
4892,MT,0,1,1,0,10,1,1
4893,MT,0,1,1,0,9,0,1
4894,MT,0,1,1,0,9,0,1
4895,MT,0,2,1,0,8,1,1
4896,MT,0,1,1,0,10,0,1
4897,MT,0,1,1,0,9,0,1
4898,MT,0,2,1,0,10,0,1
4899,MT,0,2,1,0,11,0,1
4900,MT,0,1,2,0,10,0,2
4901,MT,0,1,1,0,9,0,1
4902,MT,0,1,1,0,9,0,1
4903,MT,0,1,6,0,9,0,6
4904,MT,0,1,3,0,10,0,3
4905,MT,0,1,1,0,10,0,1
4906,MT,0,2,1,0,9,0,1
4907,MT,0,2,1,0,9,0,1
4908,MT,0,2,1,0,11,0,1
4909,MT,0,2,3,0,10,0,3
4911,NC,0,1,1,0,10,0,1
4912,NC,0,2,1,0,10,0,1
4913,NC,0,2,1,0,9,0,7
4914,NC,0,1,1,0,9,0,1
4915,NC,0,1,1,0,11,0,7
4917,NC,0,1,2,0,9,0,2
4918,NC,0,1,2,0,9,0,2
4919,NC,0,2,1,0,10,0,1
4920,NC,0,1,1,0,9,0,1
4921,NC,0,2,1,0,8,0,1
4922,NC,0,2,1,0,12,0,1
4923,NC,0,2,1,0,10,0,1
4924,NC,0,2,1,0,8,0,1
4925,NC,0,1,1,0,9,0,1
4926,NC,0,1,1,0,9,0,1
4927,NC,0,1,1,0,7,0,1
4928,NC,0,2,1,0,8,0,1
4929,NC,0,1,2,0,10,0,2
4930,NC,0,2,1,0,10,0,1
4931,NC,0,2,2,0,11,0,2
4932,NC,0,1,2,0,10,0,2
4933,NC,0,1,2,0,8,0,2
4934,NC,0,2,1,0,12,0,1
4935,NC,1,1,1,0,9,0,7
4936,NC,0,2,1,0,9,0,1
4937,NC,0,1,2,0,6,0,2
4938,NC,0,2,1,0,10,0,1
4939,NC,0,2,2,0,10,0,2
4940,NC,0,2,1,0,8,0,1
4941,NC,0,2,1,0,10,0,1
4942,NC,0,1,1,0,6,0,7
4943,NC,0,2,1,0,10,0,1
4944,NC,0,1,1,0,8,0,1
4945,NC,0,1,2,0,10,0,2
4946,NC,0,2,2,0,9,1,2
4947,NC,0,1,2,0,13,0,2
4948,NC,0,2,1,0,11,0,7
4949,NC,0,2,5,0,8,0,5
4950,NC,0,2,2,0,10,0,2
4951,NC,0,1,2,0,0,0,2
4952,NC,0,2,1,0,11,0,1
4953,NC,0,2,1,0,6,0,7
4954,NC,0,1,2,0,9,0,2
4955,NC,0,2,1,0,9,0,1
4956,NC,0,1,1,0,10,0,1
4957,NC,0,2,1,0,0,0,1
4958,NC,0,1,2,0,9,0,2
4959,NC,0,1,1,0,6,0,1
4960,NC,0,1,2,0,0,0,2
4961,NC,0,1,2,0,6,0,2
4962,NC,0,2,1,0,10,0,1
4963,NC,0,1,2,0,11,0,2
4964,NC,0,2,1,0,10,0,1
4965,NC,0,1,1,0,9,0,1
4966,NC,0,1,1,0,10,0,1
4967,NC,0,2,1,0,0,0,1
4968,NC,0,1,2,0,8,0,2
4969,NC,0,2,1,0,10,0,1
4970,NC,0,2,1,0,8,0,1
4971,NC,0,1,1,0,9,0,1
4972,NC,0,1,2,0,9,0,2
4973,NC,0,2,2,0,7,0,2
4974,NC,0,2,1,0,0,1,1
4975,NC,0,2,1,0,10,0,7
4976,NC,0,1,1,0,12,0,1
4977,NC,0,2,2,0,11,0,2
4978,NC,0,1,1,0,9,0,1
4979,NC,0,1,2,0,11,0,2
4980,NC,0,1,2,0,0,0,2
4981,NC,0,2,2,0,11,0,2
4982,NC,0,1,2,0,8,0,2
4983,NC,0,2,1,0,10,0,1
4984,NC,0,2,2,0,12,0,2
4985,NC,0,1,2,0,8,0,2
4986,NC,0,1,1,0,8,0,1
4987,NC,0,2,1,0,10,0,1
4988,NC,0,1,3,0,9,0,3
4989,NC,0,2,1,0,10,0,1
4990,NC,0,2,2,0,9,0,2
4991,NC,0,2,1,0,6,0,1
4992,NC,0,2,1,0,10,0,7
4993,NC,0,2,2,0,6,0,2
4994,NC,0,2,1,0,6,0,1
4995,NC,0,2,1,0,8,0,7
4996,NC,0,2,2,0,6,0,2
4997,NC,0,2,1,0,10,0,1
4998,NC,0,2,2,0,9,0,2
4999,NC,0,1,1,0,12,0,1
5000,NC,0,2,5,0,0,0,7
5001,NC,0,1,1,0,12,0,1
5002,NC,0,1,2,0,9,0,2
5003,NC,0,1,2,0,9,0,2
5004,NC,0,2,2,0,11,0,2
5005,NC,0,1,1,0,0,0,1
5006,NC,0,1,1,0,10,0,1
5007,NC,0,1,1,0,10,0,1
5008,NC,0,2,2,0,10,0,2
5009,NC,0,2,1,0,9,0,1
5010,NC,0,1,6,0,9,0,6
5011,NC,0,1,1,0,10,0,1
