,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
3841,1,1,0,0,0,1,1,1,0,0,1,0,0,0,LA,1,1,2,0,9,1,2
3842,1,1,0,1,0,1,1,1,1,0,0,1,0,0,LA,0,1,1,0,7,1,1
3843,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,1,3,0,8,1,3
3844,0,1,0,0,0,0,1,1,0,0,1,0,0,1,LA,0,1,2,0,9,0,2
3845,1,1,0,1,1,0,0,1,1,1,1,1,0,1,LA,0,2,2,0,7,0,2
3846,1,1,1,1,1,1,1,1,1,1,0,0,1,0,LA,1,1,2,0,13,0,2
3847,1,1,0,1,1,1,1,1,0,1,1,1,1,0,LA,0,1,1,0,8,0,1
3848,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,2,2,0,7,1,2
3849,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,6,0,9,0,6
3850,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,9,0,2
3851,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,8,1,2
3852,1,0,0,0,0,1,1,0,0,0,0,1,0,0,LA,0,1,2,0,10,0,2
3853,1,1,0,0,0,1,0,1,1,1,0,0,1,0,LA,0,2,2,0,9,1,2
3854,1,1,0,1,0,1,1,1,0,1,1,1,1,1,LA,1,1,2,0,7,1,2
3855,1,1,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,6,0,2
3856,1,1,0,1,1,1,1,1,1,0,0,1,1,0,LA,0,1,2,0,8,1,2
3857,1,0,1,0,0,1,0,1,1,0,0,0,0,0,LA,1,1,2,0,11,1,2
3858,1,1,0,1,0,1,1,0,0,1,0,0,0,0,LA,0,2,6,0,7,0,6
3859,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,0,1,3,0,9,0,3
3860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,9,1,2
3861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,1,2
3862,1,1,0,0,0,1,0,1,0,0,0,0,1,0,LA,0,2,2,0,10,0,2
3863,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,13,0,2
3864,1,1,0,0,0,0,0,1,1,1,0,0,0,0,LA,1,1,2,0,9,0,2
3865,1,1,0,0,0,0,1,1,1,1,1,0,0,1,LA,0,2,2,0,10,0,2
3866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,2,0,11,0,2
3867,1,0,1,1,0,1,0,1,0,0,1,0,1,0,LA,1,1,2,0,10,1,2
3868,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,10,0,2
3869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,2,0,10,0,2
3870,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,9,0,1
3871,1,0,0,1,1,1,0,1,0,1,0,0,0,0,LA,0,2,2,0,8,0,2
3872,1,1,0,1,0,1,1,1,1,0,1,1,1,0,LA,1,1,2,0,8,0,2
3873,1,0,0,1,0,1,1,1,0,1,0,0,0,0,LA,1,1,2,0,8,0,2
3874,1,0,0,0,0,1,1,1,0,0,0,0,0,0,LA,0,1,1,0,9,0,1
3875,1,1,0,0,1,1,1,1,0,0,0,0,0,0,LA,1,1,2,0,9,0,2
3876,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,8,0,2
3877,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,6,0,9,1,6
3878,1,0,0,1,0,1,1,1,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LA,0,2,1,0,8,1,1
3880,1,1,0,1,0,1,1,1,0,1,0,1,0,0,LA,1,2,1,0,10,0,1
3881,1,1,0,1,1,1,1,1,1,0,0,1,0,0,LA,1,2,2,0,8,0,2
3882,1,0,1,1,0,1,1,1,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3883,1,0,0,0,0,1,0,1,0,0,0,1,0,0,LA,0,1,2,0,9,0,2
3884,1,0,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,9,1,2
3885,1,0,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,9,1,1
3886,1,1,0,1,1,1,1,1,1,1,0,0,0,0,LA,0,1,2,0,9,1,2
3887,1,1,1,1,0,1,1,1,1,1,0,0,0,0,LA,1,1,1,0,12,0,1
3888,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,9,0,2
3889,1,1,0,1,1,1,0,1,0,1,1,1,1,1,LA,1,2,2,0,10,1,2
3890,0,1,0,1,1,0,0,0,1,1,0,1,0,0,LA,1,1,2,0,8,0,2
3891,1,1,0,0,0,1,0,1,0,0,0,0,0,0,LA,0,1,6,0,8,0,6
3892,1,0,0,0,0,0,0,1,0,1,0,0,0,0,LA,0,2,1,0,9,0,1
3893,1,0,0,0,0,0,0,0,0,0,0,1,0,0,LA,0,1,1,0,10,0,1
3894,1,1,0,1,0,1,1,1,1,0,0,1,0,0,LA,0,2,2,0,8,0,2
3895,1,1,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,2,2,0,9,0,2
3896,1,1,0,1,1,1,1,1,0,0,0,0,0,0,LA,0,1,2,0,12,0,2
3897,1,0,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,9,0,1
3898,0,1,0,0,0,0,1,0,1,0,1,0,1,0,LA,1,1,1,0,13,0,1
3899,1,1,0,0,0,0,0,1,1,0,0,0,0,0,LA,1,1,2,0,7,0,2
3900,1,0,0,0,0,0,1,1,0,0,0,0,0,0,LA,1,1,2,0,8,0,2
3901,1,1,1,1,1,1,1,1,1,1,0,0,0,0,LA,0,2,2,0,7,1,2
3902,1,0,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,8,0,2
3903,0,0,0,1,0,1,0,1,0,1,0,0,1,1,LA,0,2,2,0,9,0,2
3904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,2,1,0,12,0,1
3905,1,1,0,1,0,1,1,1,1,1,1,1,1,0,LA,1,1,99,0,12,0,7
3906,0,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,1,0,9,0,1
3907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,11,0,7
3908,1,1,0,0,0,1,1,1,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,1,0,9,1,1
3910,1,0,1,0,0,1,1,0,0,0,0,0,0,0,LA,0,2,2,0,11,0,2
3911,1,1,0,0,0,1,1,1,1,0,1,1,0,0,LA,1,1,2,0,8,1,2
3912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,8,1,1
3913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,1,2
3914,1,1,0,1,0,1,1,1,0,0,0,0,0,0,LA,0,2,1,0,8,0,1
3915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,11,0,2
3916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,1,1,2,0,9,0,2
3917,1,0,0,1,0,1,1,1,1,0,1,0,0,0,LA,0,1,2,0,10,0,2
3918,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,1,2,0,11,0,2
3919,1,0,0,1,0,1,1,1,1,1,0,0,0,0,LA,0,1,2,0,10,0,2
3920,1,0,0,0,0,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,9,1,1
3921,1,1,0,1,0,1,1,1,1,1,0,0,0,0,LA,1,1,2,0,8,0,2
3922,1,0,0,1,1,1,1,1,1,1,1,1,0,1,LA,1,1,2,0,8,1,2
3923,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,8,0,1
3924,1,1,0,1,0,1,1,1,0,0,1,0,0,0,LA,1,1,2,0,9,0,2
3925,1,1,0,1,0,1,1,1,1,0,1,0,1,0,LA,1,1,2,0,12,0,2
3926,1,1,0,0,0,1,1,1,1,0,0,0,0,0,LA,1,1,2,0,8,0,2
3927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,10,0,2
3928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3929,1,0,0,0,0,1,1,0,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,8,0,2
3931,1,1,0,0,0,1,0,1,0,1,0,0,0,0,LA,0,1,2,0,9,1,2
3932,1,0,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,8,0,2
3933,1,1,0,1,0,1,1,1,0,0,1,1,0,0,LA,0,2,1,0,9,0,1
3934,1,1,0,1,0,1,0,1,1,0,0,1,1,0,LA,0,2,2,0,10,0,2
3935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,1,0,10,0,1
3936,1,0,0,0,0,0,0,0,0,0,0,1,1,0,LA,0,2,2,0,8,1,2
3937,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LA,0,2,1,0,8,0,1
3938,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,2,0,7,1,2
3939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,9,0,2
3940,1,1,0,0,0,1,1,1,0,0,0,0,0,0,LA,1,1,2,0,9,0,2
3941,1,1,1,1,1,1,1,1,1,1,0,1,1,1,LA,0,2,1,0,9,0,1
3942,1,0,0,1,0,1,1,1,0,0,0,1,0,0,LA,0,1,1,0,10,0,1
3943,0,1,0,1,0,1,1,1,1,0,0,0,1,0,LA,0,1,1,0,8,0,1
3944,1,0,1,1,0,1,0,1,0,1,0,0,0,0,LA,0,2,2,0,9,0,2
3945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,10,0,1
3946,1,0,0,0,0,1,1,1,0,0,1,1,0,0,LA,0,2,99,0,11,0,7
3947,1,1,0,1,0,0,0,1,0,0,0,0,0,0,LA,1,1,2,0,7,0,2
3948,1,0,0,1,0,1,1,1,1,1,0,0,1,0,LA,0,1,1,0,7,1,1
3949,1,0,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,9,0,1
3950,1,1,0,1,0,1,1,1,1,1,0,0,0,0,LA,0,2,2,0,8,1,2
3951,1,1,0,1,1,1,1,1,1,1,0,0,1,0,LA,0,2,1,0,11,0,1
3952,1,1,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,2,0,8,1,2
3953,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,7,1,1
3954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,1,2,0,8,1,2
3955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,8,0,2
3956,0,1,0,0,0,0,0,0,0,1,0,0,0,0,LA,1,2,6,0,12,0,6
3957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LA,0,1,1,0,9,0,1
3958,1,1,0,1,0,1,1,1,1,1,0,0,0,0,LA,0,2,2,0,8,0,2
3959,1,1,0,1,1,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,6,1,1
3960,1,1,1,0,0,1,1,1,1,0,0,0,0,0,LA,0,1,1,0,9,1,1
3961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LA,0,1,5,1,10,0,5
3962,1,0,0,1,0,1,0,1,0,1,0,0,1,0,LA,0,1,2,0,11,0,2
3963,1,1,0,1,0,1,1,1,1,0,0,0,1,1,LA,1,1,6,0,9,1,6
3964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LA,0,1,1,0,10,0,1
3965,1,0,0,1,0,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,10,0,1
3966,1,1,0,1,0,1,0,1,0,0,0,0,1,1,LA,0,2,2,0,10,0,2
3967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,6,0,8,0,6
3968,1,0,0,0,0,1,1,1,1,1,1,1,0,0,LA,0,1,2,0,8,0,2
3969,1,1,1,1,1,1,1,1,1,1,0,0,0,1,LA,1,1,2,0,10,0,2
3970,1,1,1,1,0,1,1,1,1,1,0,0,1,0,LA,1,2,2,0,8,0,2
3971,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LA,0,2,1,0,10,0,1
3972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LA,0,2,1,0,11,0,1
3973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,11,0,1
3974,1,1,0,0,0,0,0,1,0,1,0,0,0,0,LA,0,1,2,0,8,0,2
3975,1,1,1,1,1,0,1,1,0,1,1,0,1,0,LA,0,2,2,0,11,0,2
3976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,0,7
3977,1,1,1,1,1,1,1,1,1,0,0,0,0,0,LA,0,2,1,0,13,0,1
3978,1,1,1,1,1,1,1,1,1,1,1,0,1,0,LA,0,2,2,0,12,0,2
3979,1,0,0,1,0,1,1,1,1,1,0,0,1,0,LA,0,2,2,0,9,0,2
3980,1,0,0,0,0,0,0,0,0,1,0,1,0,1,LA,0,1,4,0,10,0,7
3981,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LA,0,1,99,0,11,0,99
3982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,LA,0,1,2,0,9,1,2
3983,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,1,0,9,0,1
3984,0,1,0,1,1,1,0,1,1,0,0,0,0,0,LA,0,2,6,0,10,0,6
3985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,0,2,2,0,9,0,2
3986,1,1,0,0,0,0,0,1,0,0,0,0,0,0,LA,1,2,2,0,8,0,2
3987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,1,0,10,1,1
3988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,1,1,1,0,10,1,1
3989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,0,2,99,0,9,1,7
3990,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,1,1,0,10,1,1
3991,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,1,0,10,0,1
3992,0,0,0,0,1,0,0,1,0,1,0,0,0,0,MA,0,2,6,0,10,1,6
3993,0,0,0,0,0,1,1,0,0,0,0,0,0,1,MA,0,2,1,0,10,1,1
3994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MA,0,2,1,0,10,1,7
3995,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,1,0,10,1,1
3996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,2,0,10,0,2
3997,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,2,1,0,9,0,1
3998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,1,1,0,9,1,1
3999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,2,1,0,10,0,1
4000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MA,0,2,1,0,10,0,1
4001,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,1,1,2,0,8,0,7
4002,0,0,0,0,0,0,0,1,1,0,0,0,0,1,MA,0,1,1,0,10,1,1
4003,0,1,1,1,0,1,1,1,1,0,0,0,0,0,MA,1,2,1,0,9,1,7
4004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,0,1,4,0,10,0,4
4005,0,0,0,0,0,1,1,0,0,0,1,0,0,0,MA,0,2,1,0,9,0,1
4006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,1,1,0,10,1,1
4007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,1,1,0,9,1,1
4008,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,1,0,11,1,1
4009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,6,0,10,0,6
4010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,6,0,8,1,6
4011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,9,1,1
4014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,1,0,8,0,7
4015,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,1,0,9,1,1
4016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,11,1,1
4017,0,1,1,1,0,0,0,0,0,0,0,0,1,1,MA,0,2,1,0,8,0,1
4018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,2,0,0,0,2
4019,0,1,1,1,0,1,1,0,0,0,0,0,0,0,MA,0,2,1,0,10,1,1
4020,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,99,0,10,1,7
4021,1,0,0,1,0,1,0,0,1,0,0,0,0,0,MA,0,1,2,0,8,0,2
4022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,6,0,9,1,6
4023,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,2,99,0,9,0,7
4024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,10,0,1
4025,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,1,1,0,10,0,1
4026,0,1,0,0,1,0,0,0,1,0,0,0,0,0,MA,0,1,1,0,9,1,1
4027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,1,1,6,0,8,1,7
4028,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,2,0,10,1,2
4029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MA,0,2,1,0,9,0,1
4030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MA,1,1,1,0,8,1,1
4031,0,1,0,0,1,0,0,0,0,1,0,0,0,0,MA,0,1,2,0,8,0,2
4032,0,0,0,0,1,0,0,0,0,1,0,0,0,0,MA,0,2,99,0,9,1,7
4033,1,1,1,1,0,1,1,1,1,1,0,0,0,1,MA,0,1,1,0,10,1,1
4034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,2,0,10,1,2
4035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,2,0,8,0,2
4036,1,1,0,1,0,0,0,1,0,0,0,0,0,0,MA,0,1,1,0,9,0,1
4037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,1,2,0,10,0,2
4038,0,0,0,0,0,1,1,0,0,0,0,0,0,1,MA,0,2,99,0,10,1,7
4039,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,1,1,0,10,0,1
4040,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,0,2,1,0,10,1,1
4041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,1,0,10,1,1
4042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MA,0,1,2,0,10,0,2
4043,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,99,0,10,1,7
4044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,10,1,1
4045,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,1,1,0,10,1,1
4046,0,0,0,0,1,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,10,1,1
4047,0,0,0,0,1,0,0,0,0,1,0,0,0,0,MA,0,1,2,0,9,1,7
4048,0,0,0,1,0,0,0,0,0,0,0,0,1,1,MA,0,1,1,0,10,1,1
4049,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,2,0,10,0,2
4050,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,2,1,0,10,1,1
4051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MA,0,2,1,0,9,1,1
4052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,2,0,9,1,2
4053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,10,1,1
4054,0,1,1,1,0,0,0,1,1,0,0,0,0,0,MA,0,2,1,0,10,1,1
4055,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,1,0,9,0,1
4056,0,1,1,1,0,0,1,0,0,0,0,0,0,0,MA,0,2,6,0,9,0,6
4057,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,2,0,10,1,2
4058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,99,0,8,1,99
4059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,1,0,8,0,1
4060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MA,0,2,99,0,9,0,99
4061,0,0,0,0,1,0,1,0,0,1,0,0,0,1,MA,0,2,1,0,10,0,1
4062,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,2,0,9,0,2
4063,0,0,0,0,0,1,1,0,0,0,0,0,0,1,MA,0,2,2,0,10,0,2
4065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,10,0,1
4067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,1,1,1,0,9,1,1
4068,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,1,1,0,10,0,1
4069,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,1,1,1,0,8,0,7
4070,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,1,2,0,9,1,2
4071,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,1,99,0,9,1,7
4072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,9,0,1
4073,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,2,1,0,10,0,7
4074,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,2,0,9,0,2
4075,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,2,0,8,0,2
4077,1,0,0,1,0,0,0,0,0,0,0,0,0,0,OH,0,1,1,0,10,1,1
4078,1,0,0,0,0,1,1,1,0,0,0,0,1,1,MA,0,1,1,0,10,0,1
4079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MA,0,1,99,0,8,1,7
4080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,2,0,9,1,2
4081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MA,0,2,1,0,9,1,7
4082,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,9,1,1
4083,0,1,1,1,0,1,1,0,0,0,0,0,0,0,MA,0,1,99,0,9,1,7
4084,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,10,1,7
4085,0,0,0,0,0,0,0,0,0,0,1,0,1,1,MA,0,1,1,0,11,1,7
4086,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,1,0,9,0,1
4087,1,1,1,1,1,1,0,0,0,0,0,0,0,0,MA,0,1,1,0,8,1,1
4088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,10,1,1
4089,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,1,0,11,1,1
4090,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,2,2,0,9,1,7
4091,0,0,1,0,0,0,0,1,1,0,0,0,0,0,MA,0,2,1,0,11,0,1
4092,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,2,0,9,1,7
4093,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,9,1,1
4094,0,0,0,0,0,1,1,0,0,0,0,0,0,1,MA,0,1,4,0,10,1,4
4095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MA,0,1,99,0,9,0,7
4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,1,0,9,1,1
4097,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,2,1,0,10,0,1
4098,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,1,0,9,0,7
4099,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,1,1,0,10,0,1
4100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,99,0,10,1,7
4101,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,1,99,0,10,0,7
4102,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,1,2,0,8,1,2
4103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,MA,0,2,4,0,9,0,4
4104,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,2,1,0,10,0,1
4105,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,2,1,0,0,0,1
4106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MA,0,2,1,0,9,1,1
4107,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,1,0,10,0,7
4108,0,1,0,1,0,1,0,0,0,0,0,0,0,0,MA,0,1,1,0,9,0,1
4109,0,0,0,0,1,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,10,0,1
4110,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,1,0,9,1,7
4111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,MA,0,2,1,0,10,1,1
4113,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,1,0,10,0,1
4114,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,99,0,8,1,7
4115,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,99,0,9,0,7
4116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,2,2,0,10,0,2
4117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,1,1,0,10,1,1
4119,1,1,1,1,0,1,1,1,1,1,0,0,0,1,MA,0,2,1,0,10,0,7
4120,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,2,0,9,1,2
4121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,9,0,1
4123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,2,0,9,0,2
4124,0,0,0,0,1,0,0,0,0,1,0,0,0,0,MA,0,1,2,0,8,1,7
4125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MA,0,2,1,0,10,0,1
4126,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,1,0,10,0,1
4127,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MA,0,2,1,0,9,0,1
4128,0,0,0,0,0,0,0,0,0,1,0,0,1,1,MA,0,2,99,0,10,0,7
4129,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,2,0,10,0,2
4130,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,1,1,0,9,0,1
4131,1,1,1,1,0,1,1,1,1,1,0,0,0,0,MA,0,2,2,0,10,0,2
4132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MA,0,2,1,0,9,0,1
4133,0,0,0,0,1,0,0,0,0,0,1,0,0,0,MA,0,1,99,0,11,1,7
4134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MA,0,1,1,0,10,0,1
4135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MA,0,1,6,0,10,1,6
4136,1,1,1,1,0,1,1,1,1,1,0,0,1,1,MA,0,2,1,0,8,0,1
